&Unnamed: 0&url&Title&author&num_reviews&num_ratings&avg_rating&Nº pages&Publication_year&Series&genres&Awards&places&Rating&mean_norm_rating
0&0.0&https://www.goodreads.com/book/show/11084145-steve-jobs&Steve Jobs&Walter Isaacson&19583&1077829&4.15&627&2011&0&Biography;Nonfiction;Business;Science;Technology;History;Biography Memoir;Audiobook;Leadership;Autobiography;Memoir;Biography;Autobiography&3&San Francisco Bay Area, California&8.47&1.2761746361746358
1&2.0&https://www.goodreads.com/book/show/10884.Einstein&Einstein: His Life and Universe&Walter Isaacson&3838&158340&4.12&675&2007&0&Biography;Nonfiction;Science;History;Science;Physics;Biography Memoir;Audiobook;Biography;Autobiography;Autobiography;Memoir;Historical&1&Europe&8.416&1.2221746361746353
2&3.0&https://www.goodreads.com/book/show/1845.Into_the_Wild&Into the Wild&Jon Krakauer&23442&954540&3.99&207&1997&0&Nonfiction;Biography;Travel;Adventure;Classics;Autobiography;Memoir;Environment;Nature;Academic;School;Biography Memoir;Adventure;Survival&1&Mexico;Virginia;The Slabs, Mojave Desert, California;…more;Alaska;…less&8.182&0.9881746361746354
3&4.0&https://www.goodreads.com/book/show/2203.John_Adams&John Adams&David McCullough&6622&344212&4.04&751&2001&0&History;Biography;Nonfiction;North American Hi...;American History;Politics;Presidents;Politics;Historical;Biography Memoir;Military History;American Revolution;Audiobook&6&Boston, Massachusetts;Philadelphia, Pennsylvania&8.272&1.0781746361746352
4&5.0&https://www.goodreads.com/book/show/2199.Team_of_Rivals&Team of Rivals: The Political Genius of Abraham Lincoln&Doris Kearns Goodwin&7504&178160&4.22&916&2006&0&History;Nonfiction;Biography;Politics;North American Hi...;American History;Military History;Civil War;Leadership;Politics;Presidents;Historical;Audiobook&4&Springfield, Illinois;Chicago, Illinois;Illinois&8.596&1.4021746361746346
5&6.0&https://www.goodreads.com/book/show/17157.Marie_Antoinette&Marie Antoinette: The Journey&Antonia Fraser&1259&38276&3.88&512&2006&0&History;Biography;Nonfiction;Cultural;France;Historical;Biography Memoir;European History;French Revolution;Literature;18th Century;History;European History;Audiobook&1&France&7.984&0.7901746361746349
6&7.0&https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks&The Immortal Life of Henrietta Lacks&Rebecca Skloot&36630&647389&4.07&370&2010&0&Nonfiction;Science;History;Biography;Health;Medicine;Audiobook;Medical;Book Club;Biography Memoir;Historical&7&Baltimore, Maryland;Clover, Virginia&8.326&1.1321746361746357
7&8.0&https://www.goodreads.com/book/show/10414941-catherine-the-great&Catherine the Great: Portrait of a Woman&Robert K. Massie&4164&104443&3.9&625&2011&1&History;Biography;Nonfiction;Cultural;Russia;Historical;Biography Memoir;History;Russian History;Audiobook;History;European History;Literature;18th Century&3&&8.02&0.8261746361746349
8&9.0&https://www.goodreads.com/book/show/2279.Truman&Truman&David McCullough&2482&84696&4.1&1120&1993&0&Biography;History;Politics;Presidents;Nonfiction;North American Hi...;American History;Politics;Biography Memoir;Presidents;Us Presidents;Historical;War;World War II&5&&8.379999999999999&1.1861746361746344
9&10.0&https://www.goodreads.com/book/show/16130.Alexander_Hamilton&Alexander Hamilton&Ron Chernow&9072&160003&4.17&818&2005&0&History;Biography;Nonfiction;North American Hi...;American History;Politics;Audiobook;Historical;Biography Memoir;Military History;American Revolution;Unfinished&2&United States of America&8.506&1.312174636174635
10&12.0&https://www.goodreads.com/book/show/5294.Oscar_Wilde&Oscar Wilde&Richard Ellmann&176&6646&3.82&736&1988&0&Biography;Nonfiction;History;Biography Memoir;Classics;Literature;LGBT;Cultural;Ireland;Criticism;Literary Criticism;LGBT;Gay&2&&7.876&0.6821746361746348
11&13.0&https://www.goodreads.com/book/show/51411855-mary-edwards-walker&Mary Edwards Walker: America's Only Female Medal of Honor Recipient&Ammar Habib&1265&9315&4.25&311&2020&0&Biography;History;Nonfiction;Military History;Civil War;North American Hi...;American History;Military;Military History;American Civil War;Civil War History;Feminism;American History;American Civil War;Literature;American&0&&8.649999999999999&1.456174636174635
12&14.0&https://www.goodreads.com/book/show/25541028-elon-musk&Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future&Ashlee Vance&10712&303539&4.21&392&2015&0&Biography;Nonfiction;Business;Science;Science;Technology;Audiobook;Biography Memoir;Business;Entrepreneurship;Leadership;Biography;Autobiography&2&&8.578&1.384174636174635
